Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog,station_id
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-20,2013-01-21,29.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-21,2013-01-22,36.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-22,2013-01-23,19.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-23,2013-01-24,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-24,2013-01-25,21.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-25,2013-01-26,22.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-26,2013-01-27,26.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-27,2013-01-28,26.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-28,2013-01-29,44.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-29,2013-01-30,34.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-30,2013-01-31,32.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-01-31,2013-02-01,46.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-01,2013-02-02,53.00000000000001,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-02,2013-02-03,35.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-03,2013-02-04,2.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-04,2013-02-05,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-05,2013-02-06,39.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-06,2013-02-07,28.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-07,2013-02-08,10.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-08,2013-02-09,13.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-09,2013-02-10,8.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-10,2013-02-11,16.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-11,2013-02-12,24.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-12,2013-02-13,35.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-13,2013-02-14,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-14,2013-02-15,26.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-15,2013-02-16,38.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-16,2013-02-17,33.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-17,2013-02-18,22.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-18,2013-02-19,39.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-19,2013-02-20,42.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-20,2013-02-21,65.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-21,2013-02-22,26.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-22,2013-02-23,23.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-23,2013-02-24,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-24,2013-02-25,22.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-25,2013-02-26,24.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-26,2013-02-27,22.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-27,2013-02-28,32.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-02-28,2013-03-01,36.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-01,2013-03-02,41.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-02,2013-03-03,41.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-03,2013-03-04,35.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-04,2013-03-05,25.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-05,2013-03-06,32.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-06,2013-03-07,31.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-07,2013-03-08,35.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-08,2013-03-09,24.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-09,2013-03-10,15.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-10,2013-03-11,12.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-11,2013-03-12,21.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-12,2013-03-13,13.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-13,2013-03-14,23.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-14,2013-03-15,7.000000000000001,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-15,2013-03-16,11.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-16,2013-03-17,16.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-17,2013-03-18,25.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-18,2013-03-19,14.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-19,2013-03-20,18.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-20,2013-03-21,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-21,2013-03-22,8.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-22,2013-03-23,15.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-23,2013-03-24,26.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-24,2013-03-25,19.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-25,2013-03-26,14.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-26,2013-03-27,19.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-27,2013-03-28,30.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-28,2013-03-29,39.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-29,2013-03-30,15.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-30,2013-03-31,23.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-03-31,2013-04-01,3.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-01,2013-04-02,13.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-02,2013-04-03,26.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-03,2013-04-04,29.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-04,2013-04-05,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-05,2013-04-06,11.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-06,2013-04-07,16.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-07,2013-04-08,13.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-08,2013-04-09,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-09,2013-04-10,24.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-10,2013-04-11,19.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-11,2013-04-12,40.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-12,2013-04-13,20.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-13,2013-04-14,14.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-14,2013-04-15,16.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-15,2013-04-16,33.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-16,2013-04-17,35.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-17,2013-04-18,33.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-18,2013-04-19,44.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-19,2013-04-20,39.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-20,2013-04-21,8.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-21,2013-04-22,13.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-22,2013-04-23,17.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-23,2013-04-24,17.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-24,2013-04-25,13.000000000000002,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-25,2013-04-26,16.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-26,2013-04-27,29.000000000000004,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-27,2013-04-28,33.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
IT/SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,5,2013-04-28,2013-04-29,11.0,ug.m-3,day,1,1,2015-04-28 16:31:59,,bd61d09c-e2b1-4f22-8080-069b67678c66,IT1037A
